Tags,Ticket,Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(EUR),Min(pips),Min(EUR),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(EUR)
,1009360087,16/07/2025 16:21,16/07/2025 16:53,GBPUSD,Sell,0.010,0.00000,0.00000,1.33820,1.33705,0.0000,0.0000,11.5,0.99,0.06,"DoIt GBP Master GID=905",11111,00:00:31:19,16.7,5m,45.1,3.92,11.5,1.035,-45.1,-4.059,20.3,100.0,0.00,0.00
,1009359984,16/07/2025 16:21,16/07/2025 16:53,GBPUSD,Sell,0.010,0.00000,0.00000,1.33818,1.33704,0.0000,0.0000,11.4,0.99,0.06,"DoIt GBP Master GID=905",11111,00:00:31:19,16.7,5m,45.3,3.97,11.4,1.026,-45.3,-4.077,20.1,100.0,0.00,0.00
,1006806224,15/07/2025 11:00,15/07/2025 15:30,GBPUSD,Buy,0.010,1.34561,0.00000,1.34532,1.34551,0.0000,0.0000,1.9,0.16,0.01,"DoIt GBP Master GID=200[sl 1.34561]",11111,00:04:30:11,9.3,25m,76.7,6.99,9.6,0.768,-67.1,-5.367999999999999,12.5,90.0,-7.70,-0.62
,1006806124,15/07/2025 11:00,15/07/2025 15:30,GBPUSD,Buy,0.010,1.34561,0.00000,1.34532,1.34551,0.0000,0.0000,1.9,0.16,0.01,"DoIt GBP Master GID=200[sl 1.34561]",11111,00:04:30:11,9.3,25m,76.7,6.99,9.6,0.768,-67.1,-5.367999999999999,12.5,90.0,-7.70,-0.62
,1006806024,15/07/2025 11:00,15/07/2025 15:30,GBPUSD,Buy,0.010,1.34559,0.00000,1.34532,1.34551,0.0000,0.0000,1.9,0.16,0.01,"DoIt GBP Master GID=200[sl 1.34559]",11111,00:04:30:11,9.3,25m,76.7,6.99,9.6,0.768,-67.1,-5.367999999999999,12.5,90.0,-7.70,-0.62
,1006805927,15/07/2025 11:00,15/07/2025 15:30,GBPUSD,Buy,0.010,1.34552,0.00000,1.34532,1.34551,0.0000,0.0000,1.9,0.16,0.01,"DoIt GBP Master GID=200[sl 1.34552]",11111,00:04:30:11,9.3,25m,76.7,6.99,9.6,0.768,-67.1,-5.367999999999999,12.5,90.0,-7.70,-0.62
,1006805759,15/07/2025 11:00,15/07/2025 15:30,GBPUSD,Buy,0.020,1.34552,0.00000,1.34532,1.34551,0.0000,0.0000,1.9,0.33,0.02,"DoIt GBP Master GID=200[sl 1.34552]",11111,00:04:30:12,9.1,24m,76.7,6.99,9.6,1.6320000000000001,-67.1,-11.407,12.5,90.0,-7.70,-1.31
,1006805584,15/07/2025 11:00,15/07/2025 15:30,GBPUSD,Buy,0.020,1.34552,0.00000,1.34535,1.34551,0.0000,0.0000,1.6,0.27,0.02,"DoIt GBP Master GID=200[sl 1.34552]",11111,00:04:30:12,9.1,24m,76.7,7.25,9.3,1.5810000000000002,-67.4,-11.458000000000002,12.1,90.0,-7.70,-1.31
,1005843370,14/07/2025 17:52,14/07/2025 18:12,GBPUSD,Sell,0.010,1.34457,0.00000,1.34509,1.34460,0.0000,0.0000,4.9,0.42,0.03,"DoIt GBP Master GID=560[sl 1.34457]",11111,00:00:19:31,100.0,19m,16.3,0.05,21.2,1.908,0.0,0.0,100.0,23.1,-16.30,-1.47
,1005843332,14/07/2025 17:52,14/07/2025 18:12,GBPUSD,Sell,0.010,1.34456,0.00000,1.34509,1.34461,0.0000,0.0000,4.8,0.41,0.03,"DoIt GBP Master GID=560[sl 1.34456]",11111,00:00:19:32,100.0,19m,16.4,0.05,21.2,1.908,0.0,0.0,100.0,22.6,-16.40,-1.48
,1005843319,14/07/2025 17:52,14/07/2025 18:12,GBPUSD,Sell,0.010,1.34456,0.00000,1.34510,1.34460,0.0000,0.0000,5.0,0.43,0.03,"DoIt GBP Master GID=560[sl 1.34456]",11111,00:00:19:32,100.0,19m,16.3,0.05,21.3,1.917,0.0,0.0,100.0,23.5,-16.30,-1.47
,1005843300,14/07/2025 17:52,14/07/2025 18:12,GBPUSD,Sell,0.010,1.34456,0.00000,1.34510,1.34460,0.0000,0.0000,5.0,0.43,0.03,"DoIt GBP Master GID=560[sl 1.34456]",11111,00:00:19:32,100.0,19m,16.3,0.05,21.3,1.917,0.0,0.0,100.0,23.5,-16.30,-1.47
,1005843276,14/07/2025 17:52,14/07/2025 18:12,GBPUSD,Sell,0.020,1.34456,0.00000,1.34510,1.34460,0.0000,0.0000,5.0,0.86,0.06,"DoIt GBP Master GID=560[sl 1.34456]",11111,00:00:19:32,100.0,19m,16.3,0.05,21.3,3.6210000000000004,0.0,0.0,100.0,23.5,-16.30,-2.77
,1005843245,14/07/2025 17:52,14/07/2025 18:12,GBPUSD,Sell,0.020,1.34456,0.00000,1.34510,1.34460,0.0000,0.0000,5.0,0.86,0.06,"DoIt GBP Master GID=560[sl 1.34456]",11111,00:00:19:32,100.0,19m,16.3,0.05,21.3,3.6210000000000004,0.0,0.0,100.0,23.5,-16.30,-2.77
,1001432291,10/07/2025 14:09,10/07/2025 14:21,GBPUSD,Sell,0.010,1.35918,0.00000,1.35942,1.35920,0.0000,0.0000,2.2,0.19,0.01,"DoIt GBP Master GID=580[sl 1.35918]",11111,00:00:11:42,,,,,,,,,,,,
,1001432281,10/07/2025 14:09,10/07/2025 14:21,GBPUSD,Sell,0.010,1.35918,0.00000,1.35942,1.35920,0.0000,0.0000,2.2,0.19,0.01,"DoIt GBP Master GID=580[sl 1.35918]",11111,00:00:11:42,,,,,,,,,,,,
