Tags,Ticket,Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(EUR),Min(pips),Min(EUR),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(EUR)
,1001432263,10/07/2025 14:09,10/07/2025 14:21,GBPUSD,Sell,0.010,1.35918,0.00000,1.35942,1.35920,0.0000,0.0000,2.2,0.19,0.01,"DoIt GBP Master GID=580[sl 1.35918]",11111,00:00:11:43,,,,,,,,,,,,
,1001432244,10/07/2025 14:09,10/07/2025 14:21,GBPUSD,Sell,0.010,1.35918,0.00000,1.35941,1.35920,0.0000,0.0000,2.1,0.18,0.01,"DoIt GBP Master GID=580[sl 1.35918]",11111,00:00:11:43,,,,,,,,,,,,
,1001432233,10/07/2025 14:09,10/07/2025 14:21,GBPUSD,Sell,0.020,1.35918,0.00000,1.35941,1.35920,0.0000,0.0000,2.1,0.36,0.02,"DoIt GBP Master GID=580[sl 1.35918]",11111,00:00:11:43,,,,,,,,,,,,
,1001432197,10/07/2025 14:09,10/07/2025 14:21,GBPUSD,Sell,0.020,1.35918,0.00000,1.35941,1.35920,0.0000,0.0000,2.1,0.36,0.02,"DoIt GBP Master GID=580[sl 1.35918]",11111,00:00:11:43,,,,,,,,,,,,
,999620800,09/07/2025 11:45,09/07/2025 16:20,GBPUSD,Buy,0.010,1.36107,0.00000,1.36060,1.36106,0.0000,0.0000,4.6,0.39,0.03,"DoIt GBP Master GID=515[sl 1.36107]",11111,00:04:35:33,16.4,45m,32.6,3.73,7.7,0.616,-28.7,-2.296,21.2,91.5,-3.10,-0.25
,999620778,09/07/2025 11:45,09/07/2025 16:20,GBPUSD,Buy,0.010,1.36107,0.00000,1.36060,1.36106,0.0000,0.0000,4.6,0.39,0.03,"DoIt GBP Master GID=515[sl 1.36107]",11111,00:04:35:33,16.4,45m,32.6,3.73,7.7,0.616,-28.7,-2.296,21.2,91.5,-3.10,-0.25
,999620746,09/07/2025 11:45,09/07/2025 16:20,GBPUSD,Buy,0.010,1.36107,0.00000,1.36060,1.36106,0.0000,0.0000,4.6,0.39,0.03,"DoIt GBP Master GID=515[sl 1.36107]",11111,00:04:35:33,16.4,45m,32.6,3.73,7.7,0.616,-28.7,-2.296,21.2,91.5,-3.10,-0.25
,999620690,09/07/2025 11:45,09/07/2025 16:20,GBPUSD,Buy,0.020,1.36107,0.00000,1.36060,1.36106,0.0000,0.0000,4.6,0.79,0.05,"DoIt GBP Master GID=515[sl 1.36107]",11111,00:04:35:33,16.4,45m,32.6,3.73,7.7,1.3090000000000002,-28.7,-4.8790000000000004,21.2,91.5,-3.10,-0.53
,999620811,09/07/2025 11:45,09/07/2025 16:20,GBPUSD,Buy,0.010,1.36108,0.00000,1.36060,1.36108,0.0000,0.0000,4.8,0.41,0.03,"DoIt GBP Master GID=515[sl 1.36108]",11111,00:04:35:29,16.4,45m,32.6,3.73,7.7,0.693,-28.7,-2.5829999999999997,21.2,92.0,-2.90,-0.26
,999620655,09/07/2025 11:45,09/07/2025 16:20,GBPUSD,Buy,0.020,1.36109,0.00000,1.36059,1.36108,0.0000,0.0000,4.9,0.84,0.06,"DoIt GBP Master GID=515[sl 1.36109]",11111,00:04:35:30,18.2,50m,32.6,3.67,7.8,1.326,-28.6,-4.862000000000001,21.4,92.0,-2.90,-0.49
,997673501,08/07/2025 11:38,08/07/2025 13:03,GBPUSD,Sell,0.020,0.00000,0.00000,1.36170,1.35928,0.0000,0.0000,24.2,4.12,0.27,"DoIt GBP Master GID=738",11111,00:01:24:03,100.0,1h 24m,26.8,0.02,51.0,8.67,0.0,0.0,100.0,47.5,-26.80,-4.56
,997673476,08/07/2025 11:38,08/07/2025 13:03,GBPUSD,Sell,0.020,0.00000,0.00000,1.36173,1.35928,0.0000,0.0000,24.5,4.17,0.28,"DoIt GBP Master GID=738",11111,00:01:24:04,100.0,1h 24m,26.8,0.02,51.3,8.721,0.0,0.0,100.0,47.8,-26.80,-4.56
,997673574,08/07/2025 11:39,08/07/2025 13:03,GBPUSD,Sell,0.010,0.00000,0.00000,1.36172,1.35928,0.0000,0.0000,24.4,2.08,0.14,"DoIt GBP Master GID=738",11111,00:01:24:01,100.0,1h 24m,26.8,0.02,51.2,4.608,0.0,0.0,100.0,47.7,-26.80,-2.41
,997673569,08/07/2025 11:38,08/07/2025 13:03,GBPUSD,Sell,0.010,0.00000,0.00000,1.36171,1.35928,0.0000,0.0000,24.3,2.07,0.14,"DoIt GBP Master GID=738",11111,00:01:24:02,100.0,1h 24m,26.8,0.02,51.1,4.599,0.0,0.0,100.0,47.6,-26.80,-2.41
,997673553,08/07/2025 11:38,08/07/2025 13:03,GBPUSD,Sell,0.010,0.00000,0.00000,1.36171,1.35928,0.0000,0.0000,24.3,2.07,0.14,"DoIt GBP Master GID=738",11111,00:01:24:02,100.0,1h 24m,26.8,0.02,51.1,4.599,0.0,0.0,100.0,47.6,-26.80,-2.41
,997673534,08/07/2025 11:38,08/07/2025 13:03,GBPUSD,Sell,0.010,0.00000,0.00000,1.36170,1.35928,0.0000,0.0000,24.2,2.06,0.14,"DoIt GBP Master GID=738",11111,00:01:24:02,100.0,1h 24m,26.8,0.02,51.0,4.59,0.0,0.0,100.0,47.5,-26.80,-2.41
,995636472,07/07/2025 11:00,07/07/2025 11:31,GBPUSD,Sell,0.010,1.35972,0.00000,1.36028,1.35972,0.0000,0.0000,5.6,0.48,0.03,"DoIt GBP Master GID=1[sl 1.35972]",11111,00:00:31:27,16.7,5m,11.1,1.98,5.6,0.504,-11.1,-0.9989999999999999,33.5,100.0,0.00,0.00
,995636396,07/07/2025 11:00,07/07/2025 11:31,GBPUSD,Sell,0.010,1.35972,0.00000,1.36028,1.35972,0.0000,0.0000,5.6,0.48,0.03,"DoIt GBP Master GID=1[sl 1.35972]",11111,00:00:31:28,16.7,5m,11.1,1.98,5.6,0.504,-11.1,-0.9989999999999999,33.5,100.0,0.00,0.00
,995636320,07/07/2025 11:00,07/07/2025 11:31,GBPUSD,Sell,0.010,1.35973,0.00000,1.36028,1.35973,0.0000,0.0000,5.5,0.47,0.03,"DoIt GBP Master GID=1[sl 1.35973]",11111,00:00:31:28,16.7,5m,11.1,2.02,5.5,0.495,-11.1,-0.9989999999999999,33.1,100.0,0.00,0.00
,995636254,07/07/2025 11:00,07/07/2025 11:31,GBPUSD,Sell,0.020,1.35973,0.00000,1.36027,1.35973,0.0000,0.0000,5.4,0.92,0.06,"DoIt GBP Master GID=1[sl 1.35973]",11111,00:00:31:28,16.7,5m,11.2,2.07,5.4,0.9180000000000001,-11.2,-1.904,32.5,100.0,0.00,0.00
,995636098,07/07/2025 11:00,07/07/2025 11:31,GBPUSD,Sell,0.020,1.35973,0.00000,1.36027,1.35973,0.0000,0.0000,5.4,0.92,0.06,"DoIt GBP Master GID=1[sl 1.35973]",11111,00:00:31:28,16.7,5m,11.2,2.07,5.4,0.9180000000000001,-11.2,-1.904,32.5,100.0,0.00,0.00
,995636533,07/07/2025 11:00,07/07/2025 11:31,GBPUSD,Sell,0.010,1.35972,0.00000,1.36028,1.35972,0.0000,0.0000,5.6,0.48,0.03,"DoIt GBP Master GID=1[sl 1.35972]",11111,00:00:31:26,16.7,5m,11.1,1.98,5.6,0.504,-11.1,-0.9989999999999999,33.5,100.0,0.00,0.00
,992517019,03/07/2025 11:12,04/07/2025 08:08,GBPUSD,Buy,0.010,1.36761,0.00000,1.36749,1.36758,0.0000,-0.0500,0.9,0.03,0.00,"DoIt GBP Master GID=154",11111,00:20:55:52,8.0,1h 40m,88.0,16.00,5.5,0.495,-88.0,-7.92,5.9,95.1,-4.60,-0.41
,992517012,03/07/2025 11:12,04/07/2025 08:08,GBPUSD,Buy,0.010,1.36761,0.00000,1.36748,1.36758,0.0000,-0.0500,1.0,0.03,0.00,"DoIt GBP Master GID=154",11111,00:20:55:52,8.0,1h 40m,87.9,15.70,5.6,0.44799999999999995,-87.9,-7.032000000000001,6.0,95.1,-4.60,-0.37
